user_id,item_id,rating
40741,191,4
58707,1334,3
34943,56,6
88366,22,8
5344,2518,10
72985,20,8
40212,7,6
28292,5607,3
63435,3970,8
18559,1614,2
101599,3997,9
76801,3624,1
49083,0,7
6107,1418,8
31396,1383,1
21726,3248,10
88480,3211,10
15809,728,8
61820,3841,9
24715,10,3
64965,5299,6
62549,1768,2
84295,7,6
75146,3095,1
27553,3944,6
8653,1313,7
102161,4681,9
21072,1874,10
57583,3237,6
10896,8,9
102785,1306,9
45195,59,1
24403,3698,6
73675,1385,2
334,1750,3
18081,2452,4
67702,5457,2
72587,3196,5
51728,3451,2
90704,16,8
2622,3677,5
93745,245,3
25185,130,6
28276,1972,3
49521,2520,5
67950,3400,10
76756,3363,7
75332,3210,2
73596,5695,8
61640,1653,2
31417,4274,5
91899,3123,5
25583,23,4
36393,342,9
40556,4629,7
86786,3240,3
101284,7,8
92292,1083,9
14041,100,7
71637,51,6
63642,5225,4
13240,358,3
95741,2686,2
51448,39,9
96874,28,7
10240,4123,9
9547,2284,2
29216,18,1
65324,782,3
1379,4074,10
34711,108,8
11061,1799,4
101316,4682,8
98525,2035,1
93639,10,10
7693,2205,5
54821,838,1
95519,5326,3
29250,2781,4
43040,2193,2
84482,28,3
33104,3813,10
76105,4926,8
44319,2279,6
66818,1563,10
23631,1638,7
71860,322,9
86958,31,4
37755,2943,7
13151,682,8
22662,2434,3
26053,91,6
42736,2796,5
26158,3152,6
75729,1799,8
37691,32,4
38965,1762,9
79765,2252,4
96155,56,9
604,52,2
47013,45,5
34239,88,7
33451,39,6
21054,229,8
6246,2340,2
28377,5298,3
9688,897,8
25974,65,7
21593,35,10
23366,5771,9
94254,10,2
15629,1264,2
18094,1972,5
84533,2154,6
5474,5018,5
2415,11,3
103020,7,6
18217,3256,8
14258,2412,7
26080,3183,3
81079,1071,4
25645,1584,7
54760,5823,5
11347,2155,8
91512,3629,9
31622,1772,8
85348,3256,6
9684,1730,6
52366,41,5
73638,125,10
67089,2815,7
43240,4391,6
103252,30,5
29315,29,7
9507,38,4
40794,4746,10
77218,2216,2
58617,3606,3
88035,295,9
105319,1990,9
31026,1831,5
55346,2894,6
51100,18,8
92329,2624,8
99921,159,7
82066,19,4
55192,4414,7
57733,2915,1
38235,3870,10
67082,4948,8
71100,2544,4
1917,2777,3
81131,2823,9
32056,3682,7
50552,39,5
41653,1948,10
67233,3443,10
105414,23,7
69812,5464,1
8247,1697,2
57397,56,10
39622,39,1
7246,2517,9
8746,1,8
62117,523,6
43143,127,3
32342,2474,10
69369,2855,3
54818,1967,10
67904,3183,6
43290,100,2
72863,2578,8
3494,1418,3
21873,2718,4
71944,5655,6
91046,3260,10
99934,3016,2
38494,429,6
99675,5075,9
85349,2914,10
39365,7,5
15201,4003,2
30022,1807,3
78484,313,10
83981,3430,1
68526,2957,7
68574,1627,9
6406,4129,10
37717,1798,10
25063,5606,6
22959,4815,8
48092,16,7
39282,574,3
75276,5581,1
20417,1,8
24888,24,8
104815,4208,3
24220,3688,9
71429,192,2
21805,306,10
81584,92,1
34596,4573,5
93650,20,3
81426,2324,10
99989,0,6
46735,2764,7
39613,179,5
102565,35,10
103465,2548,4
92439,4243,3
53996,103,2
39209,3772,3
7212,2824,6
54034,5700,3
36392,724,5
10736,900,7
83688,28,2
64243,62,5
61252,3411,1
26171,3392,7
82647,2889,4
77752,3051,4
68234,933,5
13243,3327,5
102571,1774,9
71492,3210,7
28761,3584,1
16202,3327,10
68721,2607,1
40389,1396,5
83543,1524,8
70571,291,9
97724,1807,6
15665,148,2
58375,3006,6
90775,5422,1
34931,3786,4
61840,249,1
36728,682,4
72663,132,4
18014,4991,8
8117,2517,6
92398,1865,8
13070,20,7
91826,16,8
78188,2366,2
67547,253,10
24970,3161,4
96022,891,7
58261,3125,2
53935,1913,3
41963,1816,4
62882,1972,3
40812,3074,5
8525,4518,4
9845,2753,1
34309,2180,4
32304,4094,5
89136,4872,3
92379,12,5
94179,24,10
69585,294,2
1141,1,2
48088,3118,10
100565,1261,2
35692,3332,8
5349,3600,3
81349,5666,6
9864,682,1
80999,1568,2
74307,3453,7
98207,920,7
28103,1047,6
51282,7,6
80485,91,5
20482,2931,3
67519,3355,9
44582,67,4
88189,919,7
18762,522,5
26971,13,3
28928,896,7
83871,1178,1
2718,141,3
10720,3257,2
59906,3534,10
56411,53,9
54587,89,5
62625,2406,8
39934,3106,1
30568,1776,4
3366,4910,5
47608,3327,3
48295,863,10
96925,2517,1
37947,1268,7
22468,2221,10
71215,69,2
85092,47,8
65943,82,4
90242,118,10
36725,3097,6
76523,1948,3
38718,3235,4
85053,91,5
10430,665,2
94209,2039,8
13228,3184,1
58530,1944,2
98694,731,2
19846,903,5
100078,1541,9
51170,1970,8
81139,3136,8
88218,1830,7
40565,27,2
21973,298,10
32198,876,7
44611,27,2
3538,1723,5
103590,4707,10
44295,2819,2
57331,2691,2
88825,1442,1
52042,100,5
33692,2243,2
9885,3462,4
105480,2214,4
15320,3,1
1580,1,3
65746,649,1
101249,4542,7
92879,3633,5
34558,794,10
14413,91,7
60403,17,8
46315,4287,7
9483,3364,9
34593,1126,7
63301,45,9
96935,3992,10
72241,2849,7
103022,3866,2
14586,851,9
11857,47,7
76839,153,9
16429,27,1
25271,360,9
95339,2675,3
69734,88,3
23076,2558,2
48915,2955,7
97010,1824,8
59292,2515,10
104571,2520,9
43745,1187,4
81003,3723,6
46558,470,9
14999,16,1
79959,3357,6
92521,1293,7
52663,3718,1
38469,4642,3
98623,98,10
47524,2776,1
90168,92,8
45343,2892,10
96611,87,1
44262,100,1
83983,1660,2
73847,5701,2
21894,4905,5
19762,1166,2
25258,3329,4
52619,47,10
8415,2155,4
62653,2273,2
69926,735,7
105083,3058,9
58993,1610,5
2116,471,3
20019,1538,2
96687,120,8
39462,4,2
17018,61,7
6297,1899,1
70902,2202,2
19197,27,4
85835,48,9
86472,3841,4
67260,119,1
60854,107,7
72017,56,7
40736,1,5
39642,2812,7
18082,2298,9
98138,2352,10
24078,5698,1
105135,82,3
91041,23,8
102986,2461,5
84180,4419,9
81463,1830,2
35867,156,4
27627,1710,7
92047,42,3
89623,402,2
32775,3058,10
55318,795,9
6552,1311,2
80056,20,7
29942,2259,10
45679,2351,1
105168,787,1
11334,3772,7
5684,3182,7
94562,901,4
17767,2315,2
80461,3535,4
24872,3256,7
62703,5675,7
78684,70,8
23374,305,9
38235,404,7
49354,4243,6
10873,4245,6
58288,1780,8
46400,3537,1
62984,31,2
41705,3600,1
38015,34,2
83981,1524,4
4404,4313,6
41367,3426,10
35086,1773,1
100945,53,2
15347,2,9
13039,10,4
12783,2338,5
83569,122,8
38235,5112,10
6904,1646,6
3494,2903,9
13132,454,9
54933,1948,3
13215,88,7
8705,1843,6
89625,1047,4
53713,145,9
38120,4003,3
3821,47,7
45742,63,4
54220,1541,2
62059,1496,8
24109,4180,5
45161,5444,2
52023,1129,2
71433,4511,5
16550,2247,4
88996,29,9
55456,4778,8
40071,2291,8
57097,2815,3
80811,97,8
86958,3120,10
48498,512,5
28287,4438,4
4966,895,4
86935,3182,2
37504,100,6
53416,361,2
46268,2457,4
92919,3810,8
64992,64,5
47899,4345,8
54702,120,6
83385,1662,9
23211,16,7
56347,512,9
85181,110,7
87585,403,8
87378,4316,7
11202,8,5
10597,2225,4
95239,2815,5
39139,180,8
7031,3644,6
89927,3325,4
58783,4852,4
76429,55,9
42246,3716,6
8960,2350,5
37652,87,9
31498,795,10
39658,2504,6
22662,940,2
71520,4865,8
101040,1253,5
75905,5731,3
60610,20,1
56579,10,10
94748,3818,5
90344,3388,8
88679,5704,2
6392,4805,10
63075,87,5
81836,4203,6
39613,450,9
23009,173,3
102684,3943,7
5050,1,7
88349,1841,9
72304,41,2
43524,94,10
48367,38,8
57727,2852,5
48433,29,9
9226,1660,6
53174,48,4
77798,2657,4
99607,1626,8
37550,1190,8
21218,732,4
26127,5723,10
38941,2000,9
99853,2496,6
95513,30,9
39237,1632,10
29551,39,3
94618,1270,3
98201,87,1
33766,104,1
36369,1,6
50545,20,6
21853,29,4
24179,3603,2
99906,88,5
79919,3896,10
88338,2260,6
57240,2250,10
74876,3097,7
102285,1438,6
17659,6,5
97779,927,10
15667,2906,9
52796,2205,6
7196,3471,2
57490,1,6
3827,4812,1
87363,4123,8
89355,3535,3
83129,3641,3
33774,1473,9
76970,3798,4
85328,2860,2
31412,5631,7
35830,4579,1
46192,1,8
49929,2992,8
29952,47,7
4237,3216,5
95638,4918,2
12534,1,2
103809,1812,4
57592,1771,6
14525,157,3
63735,45,2
104722,3212,6
72392,2931,8
87526,4620,3
6441,913,2
2175,2345,7
1949,296,8
2638,2162,5
52651,2879,7
60183,3599,6
56653,3277,2
83473,3619,3
102480,23,5
46373,99,8
38089,7,6
85515,50,10
11747,47,3
71261,3380,3
100644,464,6
104128,1473,10
39791,92,5
60626,2956,2
99485,3247,5
16547,9,4
7174,4694,4
96596,1700,9
35664,689,1
8111,2436,1
64938,252,10
98378,5,4
58334,294,4
79225,668,6
53764,3542,4
100835,1,5
54989,87,10
48316,66,10
11171,2798,8
23566,5571,6
75889,1730,2
25295,4179,7
25241,680,5
33901,2153,8
42619,35,3
28087,1367,9
53546,820,7
13389,56,1
82460,2918,3
100923,2211,10
52495,890,6
98690,3718,8
7255,5812,10
7777,213,6
57905,7,2
38978,26,10
40127,2284,4
46536,5389,1
24644,5421,8
76875,2162,9
71021,1766,7
24341,2599,1
101445,97,4
36276,642,4
47121,3330,4
94233,687,7
64661,1702,7
43528,3345,8
63160,100,1
18775,66,10
11329,334,5
28019,3674,2
70807,3109,7
104344,1146,8
82213,2048,4
101903,1760,7
80772,9,4
89275,3133,3
76413,1052,1
3781,3120,9
13781,88,1
17578,123,9
23404,2203,8
69871,65,7
58745,470,2
12850,895,4
75215,382,9
26211,1223,4
82811,2339,9
24005,4125,10
73302,3237,9
94134,10,2
74244,2035,2
1025,1096,3
105313,1533,8
25483,2238,10
15298,1811,7
6416,69,10
12252,280,1
36970,1574,8
77557,1772,7
43735,772,6
29717,5513,2
41238,2739,9
10240,665,8
15796,5295,9
95156,38,2
1488,2291,8
98343,5499,6
22760,100,3
89929,3276,7
14785,2406,2
53026,3442,8
28397,2319,6
953,430,1
73619,3451,5
44969,294,1
25845,16,2
28041,13,3
30492,3093,9
97976,5570,8
80064,650,9
50699,484,8
33846,1042,6
24013,2678,8
2975,47,6
24442,5525,9
14718,3839,7
31612,3841,2
79218,1269,10
6266,1539,2
43114,3331,4
57296,3418,5
7705,2741,9
42130,1804,4
86953,27,1
67160,1646,9
67586,1573,10
56335,3832,1
3490,5,2
7643,1407,2
3292,32,1
54272,10,4
74463,5,8
45431,1213,4
13673,2,3
87812,506,7
72200,903,1
1851,1030,10
21581,3487,10
82245,587,5
46508,3974,4
99331,2569,1
67868,1535,3
55474,892,6
48724,85,1
16102,895,9
54978,3643,1
80042,3193,6
14288,63,4
41720,10,6
44913,366,7
102855,982,1
35429,3447,1
82709,3732,10
12728,4018,7
7376,1083,2
65921,1640,10
102785,18,10
28250,3409,4
30615,3472,5
63599,2504,4
99289,1945,4
104641,2781,2
72511,1141,5
31395,3146,10
3006,470,4
25646,3002,5
93017,90,3
25098,4821,8
37277,2250,6
61208,2301,2
2200,732,7
1728,3682,9
71752,332,1
104147,1572,3
92238,1473,9
31486,3600,4
36656,100,10
64632,14,6
59294,52,3
41820,689,4
47753,23,9
58339,3619,2
77467,5780,1
17210,5374,10
48140,2888,8
42529,1638,1
43934,28,7
53118,3841,3
5536,83,8
23263,3237,8
28114,4313,4
5531,180,4
29020,3754,5
70017,763,7
104609,1841,4
80478,119,10
94570,3020,9
30905,4869,8
87170,3092,6
83227,47,8
77071,7,3
74651,2425,10
54736,2262,7
41102,115,6
20059,51,3
83129,2203,9
69680,29,1
72453,5274,7
15882,2634,9
71554,5215,5
84163,1164,1
98077,2921,7
52372,23,2
78570,2176,7
3392,119,5
98418,2741,6
23501,3762,6
89709,107,4
100391,1297,9
17876,39,7
101576,2745,9
4824,1770,6
71794,71,3
78992,100,2
79698,3810,1
19979,280,8
49999,3097,9
61857,2438,6
78713,2044,10
68939,24,2
42424,100,10
75853,3851,10
34583,4003,2
39839,1972,3
34425,27,5
68318,1730,3
34647,1672,8
31202,465,3
23873,2612,2
85400,144,7
10352,5035,8
77358,2,5
40794,1087,3
60078,1565,9
26931,3453,1
50563,3867,8
70663,85,5
53646,1166,10
86270,1698,4
64669,879,10
49449,3453,7
94838,100,7
3280,1269,3
80721,217,6
66959,28,4
26314,14,4
3859,2284,2
3470,1327,3
18881,14,9
43040,513,7
33428,7,4
43217,60,4
26201,4570,2
11701,331,10
67740,4043,3
77811,126,7
47520,1,10
60714,1849,5
82096,2565,6
73033,5325,9
51294,482,1
82202,40,7
52580,653,10
18935,4301,9
82404,2856,2
57243,1624,9
15612,2601,8
78840,12,8
59495,65,4
55608,65,6
54799,3182,5
25173,328,5
65512,2798,4
43258,1100,6
92456,5542,5
16945,7,3
65231,94,9
80003,2182,1
41902,682,8
85359,88,8
83134,3527,1
89782,202,8
80391,4993,5
16468,97,9
74,1585,9
105375,5186,4
36169,3964,6
28915,88,6
49083,1252,9
83352,146,5
58152,3097,1
94210,17,10
28100,853,7
34667,56,7
40775,64,7
68463,3100,3
29844,3408,9
102733,12,7
11944,1917,7
41326,1948,8
100846,4183,3
101657,19,7
4840,5344,9
49220,2761,6
93178,217,3
43595,1253,6
70174,440,5
22030,1072,5
37718,3115,5
77307,5380,9
69141,3650,6
39082,2991,6
24710,2041,6
28479,19,4
1194,1543,9
91502,65,3
43979,2057,9
68109,4499,4
26286,5,4
93277,5298,5
24065,5686,3
77811,2850,7
45746,120,10
60737,2665,1
15795,4,7
59083,47,7
51880,37,5
97889,2162,1
76682,42,10
83948,3220,9
104950,1675,1
77767,1872,2
98353,1,9
13054,900,2
39991,100,2
35189,2798,9
33237,682,10
30694,2571,8
97404,3567,5
39764,4715,2
43513,0,7
9139,331,5
5980,1819,7
23789,523,10
100822,476,9
45447,253,9
80603,1849,6
103328,1312,4
100012,505,8
67723,834,5
59530,2180,5
50043,1730,5
29240,65,6
12386,2,4
62960,1385,4
90355,2262,3
1379,3397,9
3079,23,7
1710,111,10
63841,2311,1
54166,1874,3
84393,7,4
6770,1313,8
40163,100,2
36094,1948,8
33574,2524,1
59617,6,1
87331,2107,9
9970,6,3
18113,4589,2
2827,4237,6
81611,503,2
76825,3492,4
89932,153,10
48373,5303,10
36690,4033,4
102141,5543,3
101412,3216,7
100679,3362,7
22521,5827,5
222,1117,9
852,2065,1
99730,1001,2
100390,231,2
19412,928,3
59299,3975,7
44177,3773,2
5182,1112,8
95071,2637,6
79191,1426,3
29565,52,4
12034,3644,6
101549,1972,8
42208,63,6
20495,978,7
458,125,6
43812,33,10
99409,2965,2
11869,1189,5
49929,1605,1
13515,2853,9
98787,54,2
29713,3716,2
55392,2039,1
1531,16,9
55671,4682,10
64642,91,10
41550,1236,5
14195,363,2
56319,3296,10
5337,1063,3
44812,1234,8
29036,44,1
37894,1509,4
11403,3305,6
23232,531,10
32247,1026,3
23304,2889,8
80829,3853,6
18006,704,10
50502,17,4
88401,31,7
90713,47,1
5186,3424,4
62723,4194,4
53430,64,5
13791,2787,9
89233,1730,4
57528,1533,2
74001,17,5
69008,3207,4
8724,3452,2
72428,3945,8
3260,989,9
102325,83,6
35086,2579,6
20938,3327,2
86888,280,9
33514,2762,1
62235,1605,10
42054,3300,2
53818,1882,4
91161,1737,6
43803,816,7
18915,60,1
74402,5530,3
14565,245,1
42154,553,10
116,1127,10
47761,5030,2
20414,2133,10
47550,629,7
98789,1435,2
8763,1730,2
9826,494,7
103951,16,4
93842,56,5
69746,5438,6
88935,3684,1
72392,685,2
48719,89,2
45942,149,8
14052,5379,3
98426,3853,9
14298,3216,4
105145,63,9
78605,165,1
2889,4929,8
35541,419,9
11558,25,9
3785,2852,1
40503,3340,2
41234,7,4
43460,826,10
38828,3858,9
85826,4,10
93841,1662,7
23114,1310,3
349,37,2
49273,38,3
105079,65,5
3494,5261,1
2593,1847,5
7055,2173,6
79984,144,2
5057,3831,6
30129,5719,6
2313,722,1
32476,1033,1
61479,3321,3
97946,1157,9
42147,3154,1
25680,48,1
32261,62,6
65240,10,4
65789,2016,1
94599,4689,10
93274,82,8
100873,2322,1
9023,672,5
103982,62,5
45234,1556,7
95041,98,9
46102,0,5
78420,19,6
91905,416,2
18058,29,2
38448,4332,6
18418,3776,8
3510,48,7
95512,30,2
39584,106,9
49366,43,6
74797,141,5
100131,5,2
27829,3842,9
62459,5061,1
116,5095,3
102285,3560,4
90711,3775,6
37826,131,8
86788,1572,7
58797,3461,4
81352,117,1
9972,3667,10
37599,5298,6
33898,3146,9
43252,371,2
9508,300,2
46726,2037,4
97706,3849,2
89382,603,6
43022,1249,3
7606,4189,5
26116,3394,5
44851,4241,1
62574,120,3
6339,3782,1
3623,3992,4
96186,4174,10
41263,3262,1
3190,1334,2
18045,5596,8
101061,2547,8
58071,1,8
26479,67,8
19885,1816,6
10198,2422,4
11092,971,6
99163,3486,3
51750,4,10
8371,1316,9
61880,1523,1
68401,31,9
98025,795,1
56110,732,7
60897,3878,5
4009,107,7
9831,1849,10
78438,5144,7
37749,1129,9
96979,4615,1
86639,115,5
27975,3363,4
24635,3054,7
22647,16,9
53702,1539,3
33549,900,3
21081,3463,6
48423,474,4
25705,27,5
78469,3126,4
48496,39,10
63344,738,4
99320,3643,6
93848,294,2
15366,1646,1
23410,51,9
79571,1277,2
83778,185,4
60051,2726,8
14139,29,1
91715,16,2
104772,497,4
9682,1152,7
160,28,9
31170,2940,2
18722,5275,1
60686,1806,1
9923,1333,6
52050,3716,6
55237,2770,3
44414,2823,9
56147,7,10
29578,1383,4
58184,4316,6
48197,82,7
42920,5186,2
12481,737,7
10165,67,2
71199,5591,7
100133,100,9
41397,1373,2
34185,612,8
14445,1394,9
89497,3507,9
76145,1978,10
104558,3080,5
8737,36,9
65908,2723,10
7638,2916,1
29581,3359,7
71846,17,9
84043,1472,4
61820,88,10
7736,48,2
87938,379,2
71554,1333,2
48276,24,4
98717,1928,6
62117,1762,7
102376,10,9
20666,2475,2
18913,3232,8
92298,10,10
47379,643,6
104119,474,4
3888,2749,8
5007,119,3
74057,288,10
20388,1803,1
71989,701,4
60737,3463,6
90264,63,3
63432,2681,1
89,1268,9
34588,169,2
54563,1257,2
12061,4973,6
44839,51,7
34970,3578,6
105142,2786,8
95616,3260,9
61630,20,3
43931,5351,9
3980,5752,1
57802,119,2
